transaction_id,order_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,total_amount,payment_type,sales_channel
14554,11848,2788,18,2023-03-27,1,597.9,0.0,597.9,Bank Transfer,store
14555,,2431,26,2024-06-11,1,129.58,0.0,129.58,Bank Transfer,partner
14556,3665,1758,25,2023-11-18,1,574.74,0.0,574.74,Cash,store
14557,13694,777,28,2022-04-12,1,175.3,0.02,171.79,Cash,store
14558,14211,1876,17,2024-09-09,3,104.31,0.03,303.54,Bank Transfer,marketplace
14559,8937,1561,11,2023-11-10,2,395.74,0.0,791.48,Card,marketplace
14560,10486,767,46,2024-08-13,1,245.31,0.0,245.31,E-Wallet,store
14561,5086,865,2,2023-09-01,1,572.59,0.05,543.96,Cash,store
14562,11510,2793,35,2023-04-30,1,413.56,0.13,359.8,Bank Transfer,marketplace
14563,4535,3000,44,2023-01-29,3,399.26,0.0,1197.78,Bank Transfer,online
14564,5276,2366,19,2024-07-30,1,256.75,0.0,256.75,Card,online
14565,1966,2951,18,2023-06-04,1,598.8,0.11,532.93,Cash,marketplace
14566,10737,1799,42,2022-08-07,1,117.04,0.02,114.7,Bank Transfer,online
14567,2447,2692,6,2022-05-20,1,608.54,0.0,608.54,Cash,store
14568,6768,1555,14,2022-06-19,1,366.13,0.04,351.48,Cash,marketplace
14569,1216,2412,10,2022-11-30,1,33.55,0.03,32.54,Card,store
14570,,567,10,2022-08-15,3,33.72,0.0,101.16,Bank Transfer,online
14571,4172,1498,24,2023-05-31,1,500.63,0.0,500.63,E-Wallet,online
14572,4533,2588,47,2024-09-22,1,330.8,0.15,281.18,Card,marketplace
14573,3594,2202,49,2023-05-05,1,164.9,0.0,164.9,Bank Transfer,online
14574,10992,993,38,2024-06-19,1,461.51,0.07,429.2,Cash,store
14575,14006,1802,14,2023-11-06,2,343.61,0.0,687.22,Bank Transfer,marketplace
14576,4252,1707,44,2022-03-01,3,398.21,0.03,1158.79,Cash,store
14577,13212,923,17,2023-08-29,2,117.26,0.03,227.48,E-Wallet,store
14578,4974,2633,23,2024-09-09,3,454.76,0.17,1132.35,Card,partner
14579,10406,1782,32,2022-03-08,3,242.67,0.01,720.73,Bank Transfer,marketplace
14580,2094,969,31,2023-01-14,1,180.81,0.0,180.81,E-Wallet,online
14581,,2796,21,2022-09-12,1,635.5,0.0,635.5,Cash,partner
14582,6155,2672,42,2022-10-22,1,125.14,0.0,125.14,Cash,online
14583,,1256,29,2024-06-07,1,21.38,0.07,19.88,Card,marketplace
14584,,1199,50,2024-02-03,2,156.47,0.04,300.42,Cash,marketplace
14585,7565,1524,47,2022-01-04,1,332.44,0.03,322.47,E-Wallet,marketplace
14586,10073,1688,2,2024-01-29,1,582.49,0.0,582.49,E-Wallet,marketplace
14587,11071,2424,13,2022-08-13,1,337.36,0.05,320.49,Bank Transfer,partner
14588,10482,2870,19,2023-09-05,1,240.73,0.0,240.73,Bank Transfer,partner
14589,,2222,50,2024-03-17,2,156.47,0.0,312.94,Card,online
14590,,2705,25,2022-02-03,1,555.08,0.0,555.08,Bank Transfer,online
14591,1280,1220,32,2022-09-20,1,228.34,0.0,228.34,E-Wallet,online
14592,2391,819,15,2022-12-30,1,348.22,0.0,348.22,E-Wallet,marketplace
14593,6117,1960,1,2022-09-24,1,349.2,0.06,328.25,E-Wallet,marketplace
14594,11365,2109,21,2023-11-04,2,683.95,0.0,1367.9,E-Wallet,partner
14595,7187,715,22,2022-11-15,2,144.3,0.02,282.83,Card,store
14596,13793,692,25,2024-10-13,1,601.89,0.14,517.63,Cash,marketplace
14597,6612,2636,4,2022-05-19,1,590.61,0.08,543.36,E-Wallet,partner
14598,11498,29,10,2023-09-22,2,33.53,0.0,67.06,Cash,store
14599,9410,1237,49,2022-12-27,1,170.42,0.0,170.42,Bank Transfer,store
14600,13696,1266,26,2023-09-13,2,125.23,0.05,237.94,Bank Transfer,online
14601,6068,904,21,2023-09-21,2,679.74,0.0,1359.48,Bank Transfer,partner
14602,9288,922,49,2023-02-09,1,169.49,0.09,154.24,Cash,store
14603,10635,1328,45,2023-04-24,3,197.62,0.18,486.15,E-Wallet,store
14604,,1789,6,2022-06-12,1,625.16,0.04,600.15,Bank Transfer,partner
14605,13813,1332,13,2022-11-20,1,308.24,0.0,308.24,Card,partner
14606,13823,2208,32,2022-12-30,1,223.16,0.03,216.47,Cash,partner
14607,4871,1284,42,2022-05-29,3,111.59,0.0,334.77,Bank Transfer,partner
14608,1365,2635,15,2022-01-30,1,305.26,0.0,305.26,Cash,partner
14609,5308,2904,27,2023-08-08,2,358.73,0.0,717.46,Cash,marketplace
14610,283,1540,7,2024-02-22,2,463.93,0.0,927.86,Bank Transfer,store
14611,3050,2261,39,2022-03-21,3,472.82,0.0,1418.46,Cash,online
14612,962,385,46,2024-01-12,2,218.2,0.17,362.21,Bank Transfer,partner
14613,9871,597,3,2023-08-15,1,620.52,0.02,608.11,Cash,store
14614,11907,1207,49,2024-03-11,1,172.26,0.18,141.25,E-Wallet,store
14615,7123,253,11,2023-05-15,1,393.81,0.0,393.81,Cash,online
14616,9234,747,13,2023-05-11,2,318.79,0.04,612.08,E-Wallet,store
14617,,1018,19,2024-04-18,3,244.19,0.0,732.57,Card,store
14618,,2047,49,2023-02-14,1,170.48,0.0,170.48,Bank Transfer,marketplace
14619,7487,508,7,2023-01-21,1,467.36,0.06,439.32,Card,online
14620,,1856,25,2022-11-19,1,555.08,0.1,499.57,Cash,online
14621,11983,1220,32,2023-04-30,1,222.43,0.02,217.98,Cash,online
14622,12438,472,20,2023-05-09,3,368.72,0.04,1061.91,Bank Transfer,marketplace
14623,4564,271,11,2023-09-15,1,415.89,0.11,370.14,E-Wallet,store
14624,,2779,22,2022-04-06,1,148.91,0.2,119.13,Bank Transfer,store
14625,1084,330,45,2023-04-19,1,178.12,0.03,172.78,E-Wallet,partner
14626,,2321,40,2023-03-19,1,501.52,0.08,461.4,Card,store
14627,5513,2598,13,2024-05-12,2,307.47,0.09,559.6,Card,partner
14628,7160,2847,43,2023-08-17,2,376.47,0.02,737.88,Bank Transfer,partner
14629,1392,2114,13,2023-05-20,1,340.45,0.11,303.0,Card,marketplace
14630,,1669,32,2023-08-26,1,227.17,0.04,218.08,E-Wallet,partner
14631,12255,521,9,2024-01-08,1,453.37,0.02,444.3,Bank Transfer,marketplace
14632,558,366,26,2023-08-23,1,129.54,0.0,129.54,Card,marketplace
14633,7225,2302,29,2024-09-18,1,22.75,0.02,22.29,Bank Transfer,marketplace
14634,4072,2534,16,2023-09-11,1,522.66,0.01,517.43,Cash,online
14635,9694,815,27,2022-10-05,2,364.11,0.0,728.22,Bank Transfer,partner
14636,9282,325,17,2022-10-04,1,111.58,0.0,111.58,Bank Transfer,marketplace
14637,,2059,38,2023-12-29,1,432.36,0.04,415.07,Cash,marketplace
14638,13904,2524,46,2022-09-30,1,245.16,0.02,240.26,Cash,online
14639,4749,2568,1,2024-06-29,1,328.46,0.0,328.46,Card,partner
14640,7182,2798,45,2024-08-10,1,177.85,0.04,170.74,Bank Transfer,online
14641,4199,1612,50,2024-03-27,3,167.41,0.0,502.23,E-Wallet,marketplace
14642,10480,2575,40,2023-02-08,3,519.07,0.0,1557.21,Card,marketplace
14643,9922,1080,37,2022-11-20,1,688.89,0.03,668.22,Cash,store
14644,3746,1092,6,2024-08-10,1,637.4,0.03,618.28,E-Wallet,store
14645,2579,1712,46,2024-07-29,2,226.82,0.08,417.35,E-Wallet,partner
14646,3190,2801,26,2024-09-26,1,137.89,0.08,126.86,Cash,partner
14647,2163,2057,41,2024-06-01,1,462.7,0.02,453.45,Bank Transfer,partner
14648,3849,2145,33,2022-02-02,1,609.4,0.0,609.4,E-Wallet,partner
14649,14269,468,5,2022-12-04,2,558.22,0.01,1105.28,Bank Transfer,partner
14650,14604,640,16,2024-10-19,3,483.61,0.1,1305.75,E-Wallet,partner
14651,5398,2678,8,2024-09-12,1,639.98,0.0,639.98,Card,online
14652,1170,1793,39,2024-01-14,1,479.11,0.12,421.62,Bank Transfer,partner
14653,,849,44,2023-07-18,1,369.88,0.0,369.88,Cash,store
14654,743,2474,35,2022-11-21,2,412.2,0.0,824.4,Bank Transfer,partner
14655,7681,2673,9,2023-07-19,3,444.48,0.02,1306.77,Cash,store
14656,7079,2197,47,2023-09-01,1,328.82,0.1,295.94,Bank Transfer,store
14657,,428,11,2024-08-09,1,409.28,0.04,392.91,Cash,store
14658,,1744,7,2024-04-21,1,455.17,0.0,455.17,E-Wallet,partner
14659,8393,2419,38,2022-02-15,1,470.63,0.1,423.57,Cash,partner
14660,5717,2516,23,2024-07-03,1,453.42,0.0,453.42,Cash,online
14661,2676,1946,41,2022-08-01,1,462.3,0.13,402.2,E-Wallet,partner
14662,8445,2923,30,2022-05-05,2,80.05,0.07,148.89,Cash,partner
14663,,2797,18,2024-04-06,1,591.36,0.19,479.0,Card,store
14664,10412,840,29,2022-04-06,1,21.54,0.04,20.68,Card,marketplace
14665,,2297,22,2024-04-26,2,148.91,0.0,297.82,Card,partner
14666,9649,689,21,2024-08-13,2,662.1,0.13,1152.05,Cash,marketplace
14667,14894,359,29,2023-10-09,2,21.33,0.08,39.25,Bank Transfer,store
14668,12580,30,9,2022-04-26,3,430.36,0.0,1291.08,Cash,store
14669,7185,2832,18,2022-10-07,1,619.43,0.0,619.43,E-Wallet,online
14670,10893,1546,37,2024-02-02,1,691.92,0.02,678.08,E-Wallet,online
14671,4166,2428,17,2023-02-06,2,105.9,0.0,211.8,Card,online
14672,8598,2331,46,2022-09-26,2,231.43,0.03,448.97,E-Wallet,online
14673,9477,1459,22,2022-06-14,1,157.94,0.0,157.94,Cash,marketplace
14674,333,1192,2,2024-03-26,1,639.77,0.1,575.79,Cash,marketplace
14675,14253,742,37,2022-05-03,1,636.03,0.12,559.71,E-Wallet,store
14676,5911,1028,33,2024-04-01,2,624.51,0.0,1249.02,Bank Transfer,online
14677,,699,46,2024-09-03,2,227.19,0.0,454.38,Card,partner
14678,9876,2187,47,2023-08-05,1,331.49,0.07,308.29,Card,store
14679,9632,2131,19,2024-03-31,2,259.31,0.0,518.62,E-Wallet,marketplace
14680,693,1727,41,2023-04-20,1,437.9,0.04,420.38,E-Wallet,online
14681,13723,47,11,2022-03-25,3,389.16,0.0,1167.48,Cash,online
14682,14638,634,20,2024-09-18,1,359.75,0.0,359.75,Bank Transfer,online
14683,11355,1441,3,2023-07-10,1,637.08,0.13,554.26,Card,partner
14684,1195,2502,27,2022-02-13,2,374.9,0.03,727.31,Cash,partner
14685,7199,1020,15,2022-09-21,2,348.82,0.09,634.85,Cash,partner
14686,6519,120,14,2023-04-06,1,358.09,0.07,333.02,E-Wallet,partner
14687,3960,1562,45,2023-07-17,2,184.96,0.08,340.33,Card,partner
14688,5375,1967,8,2023-01-26,1,631.78,0.0,631.78,Bank Transfer,online
14689,14994,1279,38,2023-01-03,1,470.36,0.0,470.36,Card,marketplace
14690,8080,2193,22,2024-03-03,2,160.05,0.13,278.49,Card,marketplace
14691,7235,1237,35,2024-02-27,2,420.99,0.0,841.98,Bank Transfer,partner
14692,9433,2329,6,2024-10-24,2,668.81,0.14,1150.35,Card,store
14693,10080,1399,6,2023-12-30,1,640.43,0.08,589.2,Cash,store
14694,10127,1148,50,2022-10-07,1,160.27,0.14,137.83,Bank Transfer,partner
14695,7312,939,50,2024-07-02,1,168.18,0.11,149.68,Card,marketplace
14696,2710,1612,43,2023-10-04,1,341.39,0.04,327.73,Bank Transfer,marketplace
14697,4717,993,47,2023-10-17,1,292.29,0.03,283.52,Card,marketplace
14698,14187,1145,40,2024-03-02,1,539.54,0.0,539.54,Bank Transfer,marketplace
14699,9712,1531,7,2023-05-30,1,498.52,0.04,478.58,Bank Transfer,marketplace
14700,3503,2210,32,2022-12-28,1,242.28,0.04,232.59,Card,store
14701,,2012,25,2023-09-19,2,555.08,0.0,1110.16,E-Wallet,online
14702,,1029,26,2022-11-30,1,129.58,0.0,129.58,E-Wallet,online
14703,7849,597,41,2023-02-11,2,423.17,0.06,795.56,Card,partner
14704,11873,395,24,2023-03-22,1,523.66,0.0,523.66,E-Wallet,marketplace
14705,,1607,8,2022-11-18,2,634.25,0.11,1128.96,Cash,marketplace
14706,1240,1168,27,2023-05-14,1,361.58,0.0,361.58,Cash,store
14707,,769,11,2023-06-27,1,409.28,0.0,409.28,Cash,marketplace
14708,160,320,8,2023-11-10,1,620.84,0.14,533.92,E-Wallet,online
14709,,1886,50,2023-03-02,2,156.47,0.0,312.94,Card,online
14710,4341,2783,12,2022-06-11,1,217.32,0.03,210.8,Card,store
14711,8170,2404,46,2023-07-23,1,221.27,0.13,192.5,Bank Transfer,store
14712,7314,2878,45,2023-03-12,2,185.39,0.0,370.78,Bank Transfer,online
14713,12855,1694,46,2024-05-21,2,220.62,0.06,414.77,Cash,marketplace
14714,14384,1279,7,2023-08-19,1,489.6,0.03,474.91,Cash,store
14715,8646,2548,25,2022-12-22,1,528.37,0.16,443.83,E-Wallet,marketplace
14716,3241,1968,16,2024-09-20,3,483.76,0.0,1451.28,Cash,store
14717,14023,2493,31,2024-03-01,1,157.09,0.0,157.09,Cash,store
14718,6598,2313,46,2022-01-08,1,241.69,0.07,224.77,Cash,partner
14719,2611,2707,40,2022-11-20,1,527.04,0.03,511.23,Card,partner
14720,11654,307,21,2022-01-11,1,628.67,0.0,628.67,Bank Transfer,store
14721,14515,1218,25,2022-12-03,1,601.35,0.02,589.32,Card,marketplace
14722,8137,1215,42,2022-07-24,1,110.85,0.0,110.85,E-Wallet,online
14723,6886,2071,32,2022-05-28,2,224.73,0.07,418.0,Bank Transfer,marketplace
14724,11062,2625,34,2024-03-17,1,287.9,0.02,282.14,Cash,partner
14725,13095,747,45,2022-10-30,2,176.5,0.12,310.64,Bank Transfer,store
14726,1029,2760,42,2023-12-07,3,117.85,0.0,353.55,Cash,marketplace
14727,14395,1643,45,2022-08-24,1,187.85,0.0,187.85,Card,marketplace
14728,14052,1335,30,2022-08-17,1,91.19,0.04,87.54,Card,marketplace
14729,6285,1990,41,2024-08-21,2,469.96,0.0,939.92,Card,store
14730,13768,2449,39,2022-01-25,3,419.12,0.04,1207.07,Cash,marketplace
14731,10593,1857,24,2022-09-22,1,564.19,0.07,524.7,Cash,marketplace
14732,13858,1607,42,2024-03-21,1,115.15,0.05,109.39,E-Wallet,partner
14733,9924,2943,40,2022-09-11,1,542.86,0.16,456.0,E-Wallet,store
14734,8354,1551,14,2023-09-17,1,379.0,0.04,363.84,Bank Transfer,partner
14735,,2060,40,2023-03-10,1,501.52,0.0,501.52,Bank Transfer,partner
14736,9424,343,20,2022-01-22,2,373.69,0.0,747.38,Bank Transfer,marketplace
14737,12058,878,8,2022-02-03,1,662.64,0.16,556.62,Bank Transfer,online
14738,4809,1925,9,2023-02-16,1,441.38,0.0,441.38,Bank Transfer,online
14739,11525,1574,10,2022-02-08,1,35.92,0.09,32.69,Bank Transfer,partner
14740,14932,807,24,2024-09-15,3,500.42,0.05,1426.2,E-Wallet,partner
14741,,2822,13,2024-02-04,1,312.9,0.04,300.38,Cash,online
14742,8081,530,18,2023-01-24,1,576.94,0.04,553.86,Bank Transfer,online
14743,2677,1441,45,2023-11-01,1,182.97,0.06,171.99,Card,store
14744,,1349,35,2024-02-27,3,401.36,0.11,1071.63,Cash,partner
14745,2783,443,2,2022-01-18,3,638.74,0.13,1667.11,E-Wallet,partner
14746,8498,51,50,2024-07-24,2,161.0,0.03,312.34,Bank Transfer,marketplace
14747,7988,1423,48,2023-06-29,1,420.57,0.02,412.16,Card,store
14748,5575,335,47,2023-11-15,1,315.39,0.14,271.24,E-Wallet,partner
14749,6844,839,42,2024-10-16,1,117.72,0.03,114.19,Bank Transfer,partner
14750,6689,2357,34,2022-06-18,2,310.59,0.0,621.18,E-Wallet,online
14751,6036,2061,23,2023-03-24,2,441.56,0.01,874.29,Cash,partner
14752,,772,9,2023-04-14,2,426.36,0.15,724.81,E-Wallet,store
14753,343,109,19,2024-09-02,1,240.33,0.0,240.33,Card,marketplace
14754,14804,1709,11,2022-08-02,1,426.02,0.0,426.02,Cash,online
14755,12125,962,18,2023-07-04,1,569.01,0.17,472.28,E-Wallet,online
14756,8538,1519,27,2023-04-12,1,377.61,0.04,362.51,Cash,partner
14757,7529,2807,15,2022-11-01,1,320.93,0.0,320.93,Cash,partner
14758,4546,14,28,2024-05-17,1,180.88,0.03,175.45,Card,online
14759,7922,1790,46,2023-03-17,1,244.95,0.0,244.95,Bank Transfer,store
14760,7889,2402,46,2024-01-31,1,220.76,0.0,220.76,Bank Transfer,marketplace
14761,9321,2001,9,2022-10-03,1,457.12,0.13,397.69,Bank Transfer,store
14762,,1449,7,2024-02-13,1,455.17,0.0,455.17,E-Wallet,store
14763,8117,1746,49,2022-04-15,1,162.52,0.02,159.27,E-Wallet,marketplace
14764,,1421,16,2023-01-17,1,507.28,0.0,507.28,Bank Transfer,marketplace
14765,10328,846,36,2024-02-29,1,161.74,0.03,156.89,E-Wallet,partner
14766,497,1128,5,2023-03-02,2,561.91,0.0,1123.82,E-Wallet,marketplace
14767,10238,778,14,2023-12-25,2,351.88,0.07,654.5,Card,marketplace
14768,9804,1674,7,2023-07-15,1,444.86,0.13,387.03,Cash,marketplace
14769,,818,17,2024-03-04,2,107.12,0.0,214.24,Cash,partner
14770,12008,730,31,2022-07-19,1,173.55,0.15,147.52,E-Wallet,online
14771,1659,2264,45,2022-10-27,2,179.47,0.08,330.22,Cash,online
14772,2740,942,34,2023-04-20,1,294.95,0.18,241.86,Bank Transfer,online
14773,6724,2465,47,2022-11-10,1,312.28,0.0,312.28,Cash,store
14774,14531,1141,33,2022-04-11,1,614.95,0.06,578.05,Bank Transfer,online
14775,6982,419,26,2023-12-29,2,139.06,0.04,267.0,Bank Transfer,online
14776,14784,2546,34,2022-12-06,2,302.55,0.0,605.1,Cash,store
14777,6533,2235,26,2024-09-13,1,131.48,0.2,105.18,Bank Transfer,store
14778,14919,277,2,2023-12-21,1,606.83,0.07,564.35,Cash,partner
14779,9320,1040,19,2023-09-26,3,232.26,0.0,696.78,Cash,partner
14780,12185,1637,5,2022-01-02,2,555.52,0.02,1088.82,Bank Transfer,store
14781,7835,449,18,2024-05-29,1,591.76,0.15,503.0,E-Wallet,partner
14782,2608,159,23,2022-12-25,3,428.68,0.01,1273.18,E-Wallet,marketplace
14783,4038,2833,9,2024-06-28,1,461.68,0.08,424.75,Cash,marketplace
14784,4780,257,23,2022-10-30,1,455.27,0.05,432.51,Bank Transfer,online
14785,6727,1719,28,2022-05-28,1,178.94,0.11,159.26,Bank Transfer,partner
14786,6215,905,20,2023-10-28,1,384.81,0.01,380.96,Bank Transfer,partner
14787,3815,1395,46,2022-01-17,1,242.17,0.0,242.17,Bank Transfer,marketplace
14788,2851,1970,43,2023-06-27,1,382.31,0.19,309.67,Bank Transfer,partner
14789,9138,415,3,2022-12-31,3,557.2,0.02,1638.17,Card,partner
14790,3345,152,50,2022-03-01,3,164.28,0.11,438.63,Bank Transfer,online
14791,7203,1817,21,2023-02-05,1,668.37,0.13,581.48,Card,partner
14792,6131,770,25,2022-01-24,1,585.47,0.1,526.92,Card,marketplace
14793,5217,1827,2,2024-09-22,2,593.01,0.01,1174.16,Card,partner
14794,,1534,45,2022-03-05,3,184.42,0.09,503.47,E-Wallet,store
14795,2786,1150,5,2022-08-03,1,623.55,0.04,598.61,Bank Transfer,marketplace
14796,9798,2560,1,2022-01-20,1,316.09,0.0,316.09,Cash,marketplace
14797,10281,2775,8,2022-01-11,1,619.84,0.03,601.24,E-Wallet,store
14798,10453,2792,47,2024-04-14,1,311.71,0.01,308.59,Cash,marketplace
14799,4753,1675,22,2022-04-08,1,147.25,0.0,147.25,Bank Transfer,partner
14800,2265,1887,50,2022-10-22,2,167.36,0.0,334.72,Cash,online
14801,1102,2734,46,2022-10-24,1,242.58,0.0,242.58,Bank Transfer,store
14802,,2328,26,2024-05-16,1,129.58,0.1,116.62,Card,online
14803,12161,2123,38,2022-11-20,1,430.53,0.0,430.53,Card,online
14804,12837,201,20,2023-09-21,3,395.12,0.01,1173.51,Cash,partner
14805,13363,2798,49,2024-07-23,1,174.55,0.0,174.55,E-Wallet,marketplace
14806,2670,2638,5,2024-07-22,1,551.31,0.09,501.69,E-Wallet,online
14807,3286,218,11,2023-02-03,2,435.33,0.03,844.54,E-Wallet,partner
14808,14819,999,13,2023-02-26,1,309.0,0.0,309.0,Card,store
14809,10717,1100,37,2024-01-14,2,678.84,0.0,1357.68,Cash,store
14810,2902,2268,16,2022-02-20,1,557.19,0.01,551.62,Card,store
14811,11221,2984,2,2022-10-24,1,585.91,0.05,556.61,Cash,partner
14812,13571,2417,7,2023-03-10,1,456.26,0.01,451.7,Cash,store
14813,1982,2955,24,2024-02-27,1,492.69,0.09,448.35,Card,online
14814,11828,2273,17,2023-09-19,1,117.04,0.08,107.68,Card,store
14815,,397,3,2023-01-28,2,582.1,0.09,1059.42,Card,partner
14816,8863,1463,3,2024-07-04,1,570.97,0.0,570.97,Card,online
14817,2091,2154,37,2023-05-16,1,621.6,0.11,553.22,E-Wallet,store
14818,4619,2334,9,2023-07-21,1,431.29,0.08,396.79,Bank Transfer,partner
14819,9849,1303,46,2024-01-16,2,224.4,0.0,448.8,Card,online
14820,14486,145,43,2024-10-29,1,350.79,0.04,336.76,Cash,partner
14821,9046,2023,47,2024-09-14,1,319.44,0.1,287.5,Card,marketplace
14822,,1793,13,2023-06-08,1,312.9,0.07,291.0,Card,online
14823,6362,874,31,2023-06-27,1,166.22,0.0,166.22,E-Wallet,marketplace
14824,,2027,48,2023-06-03,1,439.76,0.0,439.76,Bank Transfer,online
14825,11213,525,47,2022-05-17,1,306.47,0.01,303.41,Card,marketplace
14826,8279,1819,13,2023-07-26,1,327.1,0.03,317.29,Cash,store
14827,,33,24,2024-08-05,1,516.69,0.0,516.69,Bank Transfer,store
14828,4106,141,47,2024-02-01,3,307.14,0.03,893.78,Card,partner
14829,14865,944,34,2024-06-23,1,302.25,0.0,302.25,Cash,store
14830,7736,37,48,2022-12-29,2,470.96,0.14,810.05,Bank Transfer,online
14831,5356,1773,30,2022-02-02,1,81.46,0.13,70.87,E-Wallet,marketplace
14832,8083,620,8,2024-04-13,1,685.84,0.03,665.26,Bank Transfer,store
14833,8852,1376,46,2023-07-26,1,239.95,0.04,230.35,Card,marketplace
14834,2870,1707,39,2023-01-22,1,430.99,0.0,430.99,Cash,online
14835,9300,1535,23,2022-09-14,1,438.69,0.08,403.59,E-Wallet,online
14836,3862,1840,4,2023-01-25,1,631.42,0.02,618.79,Cash,store
14837,10405,1825,49,2023-06-09,1,164.58,0.12,144.83,Bank Transfer,online
14838,,1641,14,2022-11-22,1,352.09,0.0,352.09,Card,marketplace
14839,,954,15,2022-12-09,1,319.69,0.07,297.31,Bank Transfer,partner
14840,158,1511,4,2024-09-19,2,612.27,0.0,1224.54,Card,online
14841,6350,1958,5,2023-05-23,2,613.17,0.02,1201.81,Cash,store
14842,12875,1490,25,2023-04-28,3,598.7,0.04,1724.26,Cash,online
14843,816,1888,46,2022-06-03,1,242.96,0.0,242.96,E-Wallet,store
14844,2181,1025,42,2022-09-07,1,109.71,0.0,109.71,E-Wallet,partner
14845,13186,1211,35,2023-10-02,1,417.57,0.1,375.81,Cash,marketplace
14846,10280,2584,38,2023-05-20,1,453.48,0.01,448.95,Bank Transfer,marketplace
14847,,986,11,2023-03-11,1,409.28,0.12,360.17,E-Wallet,online
14848,,2126,16,2022-08-25,1,507.28,0.03,492.06,E-Wallet,partner
14849,12975,2093,43,2023-04-19,1,348.52,0.04,334.58,Card,online
14850,152,914,20,2024-02-28,1,375.88,0.08,345.81,Bank Transfer,online
14851,,677,39,2023-01-08,1,437.55,0.04,420.05,E-Wallet,store
14852,348,2048,32,2023-08-05,1,246.85,0.0,246.85,Card,store
14853,10316,1653,46,2023-07-13,1,249.33,0.01,246.84,Card,online
14854,12511,1812,34,2022-04-26,1,312.17,0.0,312.17,Cash,marketplace
14855,2744,612,49,2022-12-30,1,173.13,0.07,161.01,Cash,marketplace
14856,12267,2302,50,2023-08-28,1,157.21,0.04,150.92,Cash,partner
14857,6311,634,17,2022-09-12,1,108.34,0.06,101.84,Bank Transfer,store
14858,1814,2913,40,2022-10-04,1,481.04,0.02,471.42,E-Wallet,online
14859,11063,1101,17,2022-02-28,1,113.34,0.15,96.34,Cash,marketplace
14860,7338,1802,24,2023-07-04,1,516.81,0.0,516.81,Cash,partner
14861,642,1798,39,2024-01-20,1,428.09,0.07,398.12,E-Wallet,partner
14862,14519,1214,36,2023-04-13,2,153.17,0.06,287.96,Bank Transfer,partner
14863,1390,1302,2,2022-08-03,1,615.44,0.02,603.13,E-Wallet,partner
14864,5058,1756,34,2022-12-08,1,296.81,0.09,270.1,Card,marketplace
14865,14612,431,30,2022-11-04,1,87.19,0.11,77.6,Bank Transfer,marketplace
14866,1318,2270,22,2024-10-09,1,146.75,0.03,142.35,Card,online
14867,1472,1133,31,2024-02-18,2,168.44,0.08,309.93,Bank Transfer,store
14868,8476,2359,13,2022-04-10,1,327.53,0.02,320.98,Card,partner
14869,8940,1158,39,2023-05-12,1,442.83,0.0,442.83,Bank Transfer,partner
14870,7048,1577,13,2023-02-19,1,325.97,0.05,309.67,Card,online
14871,,427,44,2023-09-22,1,369.88,0.0,369.88,Bank Transfer,online
14872,2114,2492,5,2022-09-16,1,626.15,0.16,525.97,E-Wallet,marketplace
14873,14882,2615,41,2022-10-08,2,440.86,0.0,881.72,Card,marketplace
14874,6610,941,45,2023-08-29,1,177.29,0.0,177.29,E-Wallet,marketplace
14875,,1968,28,2022-12-05,1,164.56,0.0,164.56,Card,partner
14876,2139,843,1,2024-09-05,1,331.07,0.0,331.07,Cash,partner
14877,5174,475,1,2023-07-14,1,310.94,0.03,301.61,Card,partner
14878,1924,28,25,2024-01-29,1,562.96,0.06,529.18,Bank Transfer,online
14879,8882,2307,44,2022-08-20,1,386.67,0.17,320.94,E-Wallet,marketplace
14880,201,1237,40,2023-06-24,2,492.55,0.05,935.85,Card,online
14881,1729,735,48,2024-04-25,1,440.37,0.0,440.37,Bank Transfer,marketplace
14882,14533,1115,23,2023-03-01,2,478.69,0.15,813.77,Card,marketplace
14883,,737,24,2024-01-03,1,516.69,0.09,470.19,Bank Transfer,marketplace
14884,14109,1596,48,2022-12-05,1,422.11,0.03,409.45,Cash,marketplace
14885,2157,2819,20,2022-04-16,1,372.61,0.18,305.54,Card,marketplace
14886,7512,389,11,2022-08-07,3,437.2,0.12,1154.21,Card,partner
14887,10393,1360,25,2024-06-27,1,609.39,0.0,609.39,E-Wallet,online
14888,10774,1507,21,2023-04-08,1,656.62,0.0,656.62,E-Wallet,online
14889,4548,2736,31,2024-04-24,2,176.65,0.1,317.97,Bank Transfer,store
14890,4122,499,42,2024-08-08,1,124.6,0.1,112.14,Cash,partner
14891,12140,857,6,2023-08-09,3,612.59,0.04,1764.26,Card,store
14892,6819,2596,46,2023-07-05,3,232.51,0.07,648.7,E-Wallet,store
14893,11343,1898,15,2024-10-09,1,339.97,0.12,299.17,E-Wallet,online
14894,11473,596,34,2024-03-08,1,285.16,0.0,285.16,E-Wallet,online
14895,3386,2320,25,2022-03-17,3,601.04,0.13,1568.71,Card,store
14896,12511,1812,34,2022-06-21,1,312.17,0.07,290.32,Cash,partner
14897,13801,798,7,2023-01-25,1,469.33,0.07,436.48,E-Wallet,partner
14898,4026,2191,40,2024-07-13,1,532.54,0.11,473.96,Bank Transfer,online
14899,1706,2211,4,2022-08-11,2,589.36,0.0,1178.72,Cash,store
14900,520,2236,11,2023-05-18,1,448.44,0.11,399.11,Bank Transfer,partner
