ticket_id,customer_id,subject,priority,status,created_date,resolved_date,assigned_to
3605,1639,delivery delay,low,closed,2022-07-08,,Nor Abdullah
3606,977,delivery delay,high,in progress,2023-07-29,,Michael Davis
3607,995,delivery delay,low,open,2022-03-30,2022-04-17,Michael Davis
3608,1426,account issue,low,resolved,2024-01-11,2024-02-01,Jia Li
3609,1615,refund request,medium,open,2024-06-11,2024-06-16,Sarah Miller
3610,415,payment issue,,resolved,2022-04-08,,Ahmad Rahman
3611,2226,refund request,medium,in progress,2022-07-25,2022-08-09,John Smith
3612,2632,delivery delay,medium,pending,2023-11-21,2023-12-20,Nor Hassan
3613,2299,refund request,high,resolved,2024-07-23,2024-08-03,Hua Liang
3614,687,delivery delay,medium,open,2022-05-30,,Ahmad Rahman
3615,2628,damaged item,low,pending,2023-09-22,2023-10-20,Ahmad Abdullah
3616,1088,delivery delay,low,pending,2023-05-29,2023-06-06,Priya Kaur
3617,2112,payment issue,medium,resolved,2022-11-13,,Tao Ming
3618,1219,damaged item,low,resolved,2022-06-14,,Ahmad Razak
3619,1307,account issue,urgent,open,2024-02-19,2024-02-29,Laura Brown
3620,1967,delivery delay,medium,pending,2024-07-14,,Nor Razak
3621,166,payment issue,low,in progress,2024-10-20,2024-10-30,Arjun Singh
3622,2065,damaged item,high,open,2022-12-01,2022-12-09,David Johnson
3623,435,damaged item,medium,closed,2022-07-28,2022-08-04,Ahmad Hassan
3624,2242,delivery delay,medium,pending,2023-12-07,2023-12-12,Ahmad Rahman
3625,1401,refund request,medium,closed,2022-10-10,2022-10-12,Sarah Davis
3626,1974,payment issue,low,resolved,2022-09-19,2022-10-08,Michael Davis
3627,817,account issue,high,closed,2022-06-16,,Sarah Miller
3628,1251,delivery delay,low,closed,2022-04-16,2022-05-09,Arjun Singh
3629,1082,delivery delay,low,closed,2024-05-18,,Michael Brown
3630,1750,refund request,medium,pending,2023-05-20,2023-06-12,Sarah Brown
3631,1816,account issue,high,in progress,2022-07-29,,Hua Chen
3632,971,refund request,medium,in progress,2022-07-20,,Ling Chen
3633,2597,delivery delay,medium,closed,2023-05-12,2023-05-13,Nor Hassan
3634,608,damaged item,low,closed,2023-02-17,2023-02-19,Tao Mei
3635,2602,delivery delay,low,in progress,2022-04-02,2022-04-22,Sarah Miller
3636,669,refund request,medium,resolved,2022-09-21,,Jia Li
3637,605,payment issue,low,in progress,2024-07-10,2024-08-06,Tao Wong
3638,1836,damaged item,low,in progress,2024-01-20,2024-01-23,Swati Nair
3639,1996,account issue,low,resolved,2023-12-07,2023-12-08,Wei Ming
3640,41,delivery delay,low,closed,2022-05-12,2022-06-06,Swati Singh
3641,719,account issue,low,in progress,2022-04-05,2022-05-05,Hafiz Rahman
3642,2635,refund request,high,pending,2023-02-02,,Emily Miller
3643,2201,account issue,high,resolved,2022-05-25,2022-06-10,John Smith
3644,2537,payment issue,medium,in progress,2023-03-04,2023-03-05,Michael Brown
3645,9,refund request,high,pending,2024-09-13,2024-10-05,Tao Ming
3646,1846,delivery delay,medium,pending,2023-09-09,2023-09-11,David Johnson
3647,2492,damaged item,high,open,2023-10-08,2023-10-17,Ravi Singh
3648,2371,damaged item,high,resolved,2022-02-24,2022-02-24,Swati Singh
3649,660,damaged item,high,in progress,2022-12-03,2022-12-05,David Johnson
3650,2999,delivery delay,medium,closed,2022-07-11,,Hafiz Razak
3651,1789,account issue,low,open,2023-12-09,2023-12-12,Ling Xiao
3652,2481,damaged item,low,closed,2023-04-19,,Michael Davis
3653,1840,damaged item,low,resolved,2023-11-17,2023-11-30,Jia Xiao
3654,1071,delivery delay,medium,in progress,2023-09-18,2023-09-21,Hua Liang
3655,2826,damaged item,medium,closed,2022-12-10,,Arjun Singh
3656,1454,payment issue,high,closed,2022-09-09,,David Johnson
3657,603,damaged item,low,open,2023-09-14,2023-09-28,Nor Abdullah
3658,498,delivery delay,urgent,closed,2022-11-25,2022-12-20,Jia Liang
3659,1247,refund request,medium,closed,2024-03-21,,Michael Davis
3660,1939,refund request,low,in progress,2022-10-24,2022-11-02,Hafiz Rahman
3661,1253,account issue,medium,pending,2023-08-05,2023-08-05,Jia Li
3662,2686,delivery delay,low,closed,2024-06-05,2024-06-26,Hafiz Rahman
3663,2501,delivery delay,low,closed,2024-02-22,2024-02-23,Zul Abdullah
3664,841,payment issue,low,pending,2023-10-08,2023-11-05,Wei Ming
3665,1013,damaged item,high,open,2024-03-23,2024-04-20,Tao Wong
3666,2574,account issue,medium,in progress,2024-01-30,2024-02-23,Aminah Razak
3667,1029,account issue,medium,pending,2023-08-17,,Ahmad Razak
3668,2703,account issue,low,in progress,2022-09-15,2022-09-17,Swati Nair
3669,1624,account issue,low,closed,2024-01-05,2024-01-24,Ling Xiao
3670,2915,refund request,low,open,2023-12-10,2024-01-06,Kumar Iyer
3671,2248,delivery delay,low,pending,2023-08-11,2023-08-29,Laura Brown
3672,1206,delivery delay,medium,in progress,2024-01-07,,Kumar Iyer
3673,1679,payment issue,high,in progress,2023-10-08,2023-10-15,Ahmad Abdullah
3674,1331,account issue,low,resolved,2022-09-29,,Ravi Singh
3675,2089,payment issue,medium,in progress,2024-10-24,2024-11-22,David Johnson
3676,698,refund request,medium,closed,2024-03-28,2024-04-21,Tao Chen
3677,2233,payment issue,medium,pending,2023-04-24,2023-05-02,Tao Wong
3678,2187,payment issue,high,resolved,2024-04-07,2024-04-13,Ahmad Hassan
3679,1042,delivery delay,medium,pending,2024-04-22,2024-05-01,Jia Ming
3680,985,delivery delay,medium,in progress,2022-08-15,2022-08-17,Jia Li
3681,277,refund request,low,resolved,2022-01-18,,Kumar Iyer
3682,1121,account issue,low,pending,2023-06-29,2023-06-30,Tao Mei
3683,2576,refund request,high,pending,2024-07-31,2024-08-13,Sarah Miller
3684,1446,damaged item,low,pending,2022-08-24,2022-08-29,Ling Xiao
3685,1293,payment issue,high,in progress,2023-09-21,,Jia Xiao
3686,2649,payment issue,high,open,2022-01-07,2022-01-27,Ahmad Abdullah
3687,2972,payment issue,medium,closed,2024-02-01,,Hafiz Razak
3688,2999,delivery delay,low,resolved,2024-06-19,2024-07-17,Michael Brown
3689,2836,payment issue,medium,pending,2024-08-04,,Michael Davis
3690,2650,refund request,high,closed,2024-08-03,,Ahmad Abdullah
3691,1452,damaged item,medium,open,2022-08-30,2022-09-18,Siti Hassan
3692,1752,payment issue,high,resolved,2022-05-09,2022-05-24,Ling Xiao
3693,2582,account issue,low,resolved,2024-09-29,2024-10-10,Ahmad Rahman
3694,27,delivery delay,low,resolved,2022-12-19,2022-12-29,Michael Davis
3695,2541,account issue,medium,pending,2022-06-28,2022-07-25,Nor Hassan
3696,1281,account issue,low,in progress,2023-11-17,2023-12-05,Tao Mei
3697,338,account issue,urgent,closed,2023-12-13,2024-01-12,Hafiz Razak
3698,378,damaged item,urgent,in progress,2022-08-15,2022-08-15,Chris Davis
3699,1967,refund request,low,open,2024-05-07,,Hafiz Ismail
3700,968,payment issue,medium,open,2024-06-07,2024-06-16,Wei Ming
3701,1161,delivery delay,low,closed,2024-10-08,2024-10-24,Arjun Singh
3702,1878,payment issue,high,open,2023-02-18,,Hafiz Rahman
3703,1813,refund request,medium,resolved,2022-05-12,,Ling Mei
3704,2723,delivery delay,low,pending,2023-07-29,2023-08-21,Hafiz Razak
3705,2525,refund request,,in progress,2023-03-07,2023-03-08,Sarah Miller
3706,951,delivery delay,urgent,closed,2024-01-09,,Swati Singh
3707,1545,payment issue,medium,resolved,2023-06-28,,Michael Davis
3708,2397,account issue,low,open,2022-10-19,2022-11-05,Ling Chen
3709,2205,delivery delay,medium,closed,2024-10-29,2024-11-18,Aminah Razak
3710,668,delivery delay,medium,in progress,2024-01-25,2024-02-13,Arjun Iyer
3711,1080,damaged item,low,closed,2024-09-16,2024-09-28,Tao Chen
3712,3,delivery delay,high,resolved,2024-02-29,2024-03-23,Nor Hassan
3713,2351,payment issue,high,in progress,2022-02-14,,Ravi Singh
3714,2143,refund request,low,resolved,2024-01-05,,Hafiz Razak
3715,2094,account issue,low,closed,2022-07-20,2022-08-12,Ahmad Abdullah
3716,2340,damaged item,high,open,2024-04-10,,Wei Ming
3717,946,refund request,high,open,2024-08-16,,Nor Razak
3718,2894,payment issue,low,resolved,2024-01-21,2024-02-10,Nor Hassan
3719,2861,account issue,low,closed,2022-03-29,2022-04-25,Hafiz Ismail
3720,1467,account issue,low,pending,2023-03-31,,Hua Liang
3721,558,damaged item,low,pending,2023-02-27,,Jia Ming
3722,695,delivery delay,urgent,resolved,2022-01-17,,Nor Abdullah
3723,1139,account issue,low,resolved,2024-02-03,2024-02-06,Sarah Brown
3724,2260,payment issue,low,closed,2023-07-31,2023-08-06,Michael Brown
3725,2051,payment issue,low,open,2024-01-18,,Jia Ming
3726,1553,account issue,low,open,2023-05-16,,David Johnson
3727,1811,account issue,low,resolved,2022-07-16,,Arjun Nair
3728,451,damaged item,low,in progress,2024-08-22,2024-09-13,John Smith
3729,2488,delivery delay,medium,open,2022-03-10,2022-03-24,Tao Wong
3730,370,delivery delay,medium,open,2022-04-14,2022-05-12,Laura Brown
3731,664,account issue,high,resolved,2022-12-05,2022-12-16,Arjun Iyer
3732,1899,payment issue,low,pending,2022-06-20,2022-07-04,Jia Xiao
3733,953,payment issue,medium,pending,2023-07-16,2023-08-15,Ravi Singh
3734,350,account issue,low,closed,2023-10-23,2023-11-04,David Johnson
3735,941,account issue,high,open,2023-10-20,2023-11-07,Tao Mei
3736,5,refund request,medium,pending,2023-08-07,2023-08-16,Sarah Miller
3737,2012,damaged item,high,open,2024-06-15,2024-07-08,Wei Ming
3738,286,account issue,medium,open,2023-09-08,2023-09-29,Emily Miller
3739,2451,damaged item,medium,pending,2023-12-08,,Ravi Singh
3740,674,payment issue,medium,in progress,2024-01-30,2024-02-12,Jia Li
3741,1732,refund request,low,open,2024-04-26,2024-05-25,Hafiz Razak
3742,1244,delivery delay,medium,resolved,2023-07-14,2023-07-14,Michael Davis
3743,125,delivery delay,high,closed,2023-07-20,2023-07-31,Laura Brown
3744,1053,delivery delay,medium,closed,2023-01-02,2023-01-22,Kumar Iyer
3745,995,damaged item,medium,pending,2023-06-13,2023-06-30,Hua Chen
3746,640,account issue,low,closed,2023-08-26,2023-08-29,Priya Kaur
3747,2921,payment issue,low,pending,2022-06-23,,Kumar Iyer
3748,799,account issue,medium,open,2022-03-24,,Tao Mei
3749,2159,payment issue,low,open,2022-09-08,2022-09-13,Ravi Singh
3750,1226,delivery delay,high,open,2024-04-18,2024-05-17,Jia Xiao
3751,1448,payment issue,low,pending,2024-03-26,,Ling Mei
3752,739,account issue,high,in progress,2023-01-01,2023-01-02,Swati Singh
3753,200,account issue,medium,closed,2023-11-10,,Hua Chen
3754,1671,delivery delay,low,pending,2022-12-16,2022-12-29,Arjun Iyer
3755,773,delivery delay,medium,in progress,2022-02-20,2022-02-21,Nor Abdullah
3756,523,damaged item,urgent,pending,2024-01-16,,Nor Rahman
3757,1032,account issue,low,resolved,2024-07-18,,Hua Chen
3758,1956,damaged item,medium,pending,2023-05-27,2023-06-18,Tao Wong
3759,2657,delivery delay,urgent,resolved,2023-01-30,2023-02-10,Arjun Iyer
3760,2886,refund request,medium,closed,2024-04-11,2024-04-20,Arjun Singh
3761,2334,delivery delay,low,pending,2022-02-06,,Arjun Iyer
3762,2297,account issue,low,open,2024-02-12,2024-03-05,Hua Liang
3763,2169,damaged item,high,in progress,2023-06-08,2023-07-02,Sarah Miller
3764,2371,refund request,medium,in progress,2022-07-29,2022-08-11,Zul Abdullah
3765,1246,payment issue,high,in progress,2022-01-04,,Michael Brown
3766,2704,payment issue,low,resolved,2024-05-19,2024-06-03,Swati Singh
3767,1923,account issue,medium,open,2022-11-22,,John Smith
3768,1231,refund request,low,in progress,2023-06-13,2023-07-02,Sarah Davis
3769,1626,refund request,low,resolved,2022-07-18,,Laura Brown
3770,704,payment issue,low,pending,2023-12-20,2024-01-15,Ling Chen
3771,2846,payment issue,high,pending,2024-09-22,2024-10-04,Aminah Razak
3772,966,account issue,low,resolved,2024-05-16,2024-05-23,Tao Ming
3773,949,damaged item,urgent,open,2022-12-09,2022-12-12,Ahmad Rahman
3774,426,payment issue,high,pending,2024-08-25,2024-08-26,Arjun Singh
3775,1108,refund request,medium,open,2024-07-08,,Jia Xiao
3776,2631,damaged item,medium,pending,2023-05-06,,Ahmad Abdullah
3777,1016,account issue,low,in progress,2022-12-18,2023-01-13,Ling Xiao
3778,1366,payment issue,low,resolved,2022-07-15,2022-07-30,Jia Ming
3779,1927,account issue,low,in progress,2023-04-16,2023-04-24,Arjun Singh
3780,1857,damaged item,low,resolved,2022-01-21,,Tao Wong
3781,590,account issue,urgent,resolved,2024-03-23,,Ahmad Razak
3782,793,account issue,medium,in progress,2022-08-19,2022-08-24,Tao Chen
3783,2122,refund request,high,resolved,2023-10-05,2023-10-30,Sarah Brown
3784,24,refund request,low,resolved,2022-09-13,2022-09-18,Tao Mei
3785,128,damaged item,medium,in progress,2024-05-05,2024-05-18,David Johnson
3786,1024,payment issue,medium,in progress,2022-03-19,,Zul Abdullah
3787,560,refund request,low,pending,2023-07-09,,Swati Singh
3788,2065,payment issue,medium,pending,2024-08-28,2024-08-31,Chris Davis
3789,1178,payment issue,medium,pending,2023-11-09,2023-11-20,Laura Brown
3790,2976,payment issue,low,open,2023-12-02,,Ravi Singh
3791,2554,account issue,low,in progress,2022-03-22,2022-04-14,Arjun Iyer
3792,2375,account issue,low,in progress,2023-12-07,,David Johnson
3793,1981,account issue,urgent,closed,2022-08-29,2022-08-30,Nor Hassan
3794,1012,account issue,medium,pending,2023-08-10,2023-08-28,David Miller
3795,1304,refund request,low,pending,2024-09-06,2024-09-09,Ravi Iyer
3796,2210,damaged item,medium,open,2023-04-30,,Zul Abdullah
3797,218,refund request,low,open,2024-06-25,2024-07-21,Tao Ming
3798,608,account issue,low,resolved,2022-09-12,2022-10-01,Siti Hassan
3799,2505,damaged item,low,open,2022-01-19,,Ling Mei
3800,1771,payment issue,low,pending,2023-01-07,,Michael Davis
3801,924,payment issue,low,open,2022-12-08,2023-01-07,Tao Mei
3802,2540,account issue,low,resolved,2022-09-27,2022-10-01,Tao Mei
3803,1704,payment issue,medium,closed,2022-10-24,,Ahmad Hassan
3804,2905,refund request,high,in progress,2023-10-03,2023-10-30,Arjun Nair
3805,2284,payment issue,high,pending,2023-05-05,2023-05-28,Nor Hassan
3806,1788,delivery delay,low,in progress,2023-04-24,,Hafiz Ismail
3807,2980,damaged item,high,resolved,2023-10-01,,Laura Brown
3808,1340,account issue,medium,resolved,2024-05-30,,Ravi Iyer
3809,2092,refund request,medium,open,2024-09-02,2024-09-19,Ahmad Rahman
3810,2624,damaged item,medium,open,2024-06-24,2024-07-17,Sarah Miller
3811,1910,refund request,low,resolved,2023-01-11,,Nor Hassan
3812,922,payment issue,medium,resolved,2022-07-10,2022-08-04,Ahmad Abdullah
3813,924,delivery delay,low,closed,2022-02-01,2022-02-23,Ling Mei
3814,1723,refund request,medium,in progress,2023-03-29,2023-04-03,Michael Davis
3815,2732,account issue,high,open,2024-09-01,,Tao Ming
3816,1461,account issue,low,resolved,2022-07-23,2022-08-12,Jia Li
3817,1477,refund request,medium,pending,2023-09-05,,Emily Miller
3818,871,account issue,low,in progress,2022-07-02,2022-08-01,Tao Ming
3819,1181,damaged item,low,pending,2022-01-19,,Zul Abdullah
3820,378,delivery delay,medium,in progress,2024-09-17,2024-10-06,Sarah Davis
3821,1037,refund request,low,resolved,2024-08-05,2024-08-13,Wei Ming
3822,2250,account issue,high,open,2022-12-14,,Nor Razak
3823,2938,refund request,low,closed,2022-03-10,,Chris Davis
3824,1047,damaged item,high,in progress,2023-09-14,2023-09-27,Siti Hassan
3825,1494,delivery delay,low,pending,2024-08-16,2024-08-26,Priya Kaur
3826,1970,payment issue,low,in progress,2024-05-21,2024-05-30,Michael Davis
3827,2581,refund request,high,resolved,2024-10-22,2024-10-26,Swati Nair
3828,1421,refund request,low,open,2022-03-02,2022-03-24,David Johnson
3829,350,delivery delay,medium,open,2024-01-16,,Jia Ming
3830,2058,payment issue,low,pending,2022-07-17,,Emily Miller
3831,1407,account issue,medium,in progress,2023-12-31,2024-01-15,Arjun Singh
3832,2682,account issue,high,resolved,2023-03-14,2023-03-30,Aminah Razak
3833,772,delivery delay,urgent,closed,2024-02-05,2024-02-08,Ling Mei
3834,1767,account issue,low,in progress,2024-04-11,,Ahmad Razak
3835,1822,damaged item,low,closed,2023-01-24,,Laura Brown
3836,36,damaged item,medium,closed,2022-06-04,,Sarah Miller
3837,1707,payment issue,low,in progress,2022-04-09,,Sarah Brown
3838,829,damaged item,medium,resolved,2024-09-16,,Hafiz Ismail
3839,1321,account issue,medium,closed,2023-11-20,2023-12-14,Jia Liang
3840,55,damaged item,low,closed,2024-04-08,2024-05-08,Priya Kaur
3841,1522,payment issue,low,in progress,2023-10-10,2023-10-17,Ling Xiao
3842,2008,damaged item,low,closed,2022-10-27,2022-11-15,Ling Chen
3843,1580,damaged item,low,closed,2024-06-12,2024-06-16,Jia Li
3844,382,delivery delay,medium,pending,2022-04-23,,Jia Ming
3845,2595,refund request,low,resolved,2023-09-06,,Hua Chen
3846,2213,account issue,medium,closed,2023-06-01,2023-06-07,Ahmad Hassan
3847,1780,delivery delay,low,closed,2023-03-23,,Swati Nair
3848,1767,damaged item,low,in progress,2023-02-23,2023-03-19,Sarah Miller
3849,699,account issue,medium,open,2022-09-12,,Hafiz Razak
3850,2737,payment issue,low,closed,2024-06-13,,Ravi Iyer
3851,1183,damaged item,high,pending,2022-01-04,2022-01-11,Michael Brown
3852,2859,refund request,low,resolved,2022-10-11,,Swati Singh
3853,761,delivery delay,high,in progress,2023-10-01,2023-10-19,Jia Ming
3854,2938,damaged item,high,open,2024-07-06,2024-07-07,Hafiz Razak
3855,2388,account issue,high,in progress,2022-06-02,,Ling Mei
3856,1595,payment issue,medium,pending,2023-12-27,2024-01-14,Zul Abdullah
3857,1556,refund request,,in progress,2024-03-13,,Jia Ming
3858,2033,payment issue,high,resolved,2022-07-25,2022-07-27,Emily Miller
3859,2387,account issue,low,closed,2022-06-07,2022-07-03,Sarah Miller
3860,639,payment issue,low,in progress,2023-09-15,2023-09-30,Nor Abdullah
3861,2741,damaged item,low,open,2022-09-18,2022-09-21,Ahmad Abdullah
3862,777,account issue,low,closed,2023-01-15,2023-02-14,Zul Abdullah
3863,1785,delivery delay,low,open,2024-09-04,2024-09-06,Hua Chen
3864,2393,refund request,medium,pending,2022-03-25,2022-04-11,Zul Abdullah
3865,1429,damaged item,medium,resolved,2023-10-22,2023-11-12,Sarah Brown
3866,2506,delivery delay,medium,closed,2022-10-30,2022-11-11,Ling Mei
3867,288,payment issue,high,in progress,2023-04-29,,Sarah Miller
3868,1903,payment issue,low,resolved,2023-02-17,2023-02-23,Michael Davis
3869,2344,delivery delay,low,resolved,2022-07-27,2022-08-17,Sarah Brown
3870,2487,payment issue,medium,resolved,2024-10-17,2024-11-05,Priya Kaur
3871,2366,delivery delay,low,pending,2023-12-25,2024-01-24,Jia Li
3872,1056,damaged item,medium,in progress,2024-07-29,,Tao Chen
3873,320,refund request,low,closed,2023-06-03,,Ling Mei
3874,1448,account issue,urgent,open,2024-02-26,2024-03-04,Jia Xiao
3875,1435,refund request,high,in progress,2023-01-20,,David Johnson
3876,1749,payment issue,high,closed,2024-02-22,2024-03-15,Ling Xiao
3877,2474,refund request,medium,closed,2023-10-27,2023-11-18,Jia Liang
3878,112,payment issue,medium,in progress,2022-04-08,,Ling Xiao
3879,2855,delivery delay,medium,pending,2023-09-06,2023-09-19,Nor Hassan
3880,1195,account issue,low,closed,2023-01-19,2023-02-02,David Johnson
3881,2392,damaged item,high,resolved,2024-10-19,,David Johnson
3882,1640,account issue,medium,open,2022-09-26,,John Smith
3883,1913,damaged item,medium,pending,2022-09-21,,John Smith
3884,2774,payment issue,medium,resolved,2022-07-06,2022-07-11,Hafiz Ismail
3885,116,account issue,low,in progress,2023-05-16,2023-06-06,David Miller
3886,1380,account issue,medium,open,2022-03-13,2022-04-07,Jia Xiao
3887,1670,damaged item,medium,pending,2023-07-13,2023-07-17,Swati Nair
3888,2577,payment issue,high,pending,2022-01-21,2022-02-07,Ahmad Hassan
3889,2504,damaged item,low,in progress,2024-06-25,2024-06-29,Arjun Nair
3890,2598,damaged item,medium,in progress,2022-07-05,,John Smith
3891,65,refund request,low,closed,2024-08-24,2024-09-03,Arjun Nair
3892,1572,account issue,medium,pending,2023-04-08,2023-04-17,Ahmad Abdullah
3893,744,delivery delay,medium,closed,2022-07-09,2022-08-05,Tao Chen
3894,1294,delivery delay,low,pending,2023-11-27,,Ravi Iyer
3895,2261,damaged item,medium,resolved,2024-03-14,2024-03-20,Sarah Davis
3896,2723,payment issue,medium,closed,2024-03-10,2024-03-24,Ahmad Razak
3897,304,damaged item,low,pending,2023-10-21,,Kumar Iyer
3898,1347,damaged item,high,in progress,2022-02-13,2022-02-25,Sarah Miller
3899,2919,payment issue,low,closed,2024-05-18,2024-06-03,Jia Li
3900,2642,delivery delay,high,open,2024-03-29,2024-04-27,Aminah Razak
3901,2041,account issue,high,open,2024-04-06,2024-04-20,Sarah Davis
3902,1304,account issue,medium,in progress,2024-10-12,2024-10-28,Ravi Singh
3903,2678,delivery delay,low,in progress,2024-05-24,2024-06-16,Ahmad Rahman
3904,1520,payment issue,urgent,open,2022-08-01,2022-08-20,Aminah Razak
3905,292,account issue,medium,open,2023-04-28,2023-04-30,Sarah Miller
3906,1254,account issue,low,open,2023-08-09,,Michael Davis
3907,2062,payment issue,medium,in progress,2022-08-12,2022-08-28,Kumar Iyer
3908,1872,delivery delay,medium,pending,2024-05-10,2024-05-26,Ahmad Razak
3909,286,payment issue,urgent,resolved,2023-12-24,2023-12-24,Ling Mei
3910,2120,payment issue,low,open,2023-11-29,2023-12-03,Arjun Singh
3911,2353,damaged item,high,open,2022-03-03,2022-03-07,Ahmad Razak
3912,2246,delivery delay,medium,closed,2024-03-04,2024-03-07,Michael Brown
3913,943,delivery delay,medium,in progress,2022-06-16,2022-06-30,Tao Mei
3914,613,account issue,high,pending,2024-06-16,2024-06-24,Jia Liang
3915,995,delivery delay,low,resolved,2023-03-11,2023-03-27,Ling Xiao
3916,846,delivery delay,medium,in progress,2023-01-28,2023-02-23,Ahmad Razak
3917,668,delivery delay,medium,pending,2023-06-26,,Ling Xiao
3918,1242,delivery delay,low,pending,2024-01-18,,Ling Xiao
3919,438,delivery delay,medium,open,2023-12-31,,Jia Liang
3920,2081,payment issue,low,resolved,2024-09-20,2024-10-13,Ravi Singh
3921,738,damaged item,low,closed,2023-08-24,2023-09-09,Laura Brown
3922,1609,account issue,low,closed,2024-08-14,,Swati Nair
3923,355,damaged item,low,in progress,2024-07-10,,Michael Davis
3924,860,refund request,low,resolved,2022-03-16,2022-03-24,Michael Davis
3925,1497,damaged item,medium,pending,2024-06-26,2024-07-02,David Johnson
3926,2274,refund request,high,resolved,2023-09-04,2023-09-25,Siti Hassan
3927,1544,refund request,medium,resolved,2022-05-22,,Hafiz Rahman
3928,675,refund request,low,resolved,2022-07-05,2022-07-07,Tao Chen
3929,1589,account issue,low,closed,2023-02-03,,Ahmad Abdullah
3930,441,damaged item,medium,in progress,2024-10-12,,Zul Abdullah
3931,1991,refund request,medium,in progress,2024-04-11,,Tao Mei
3932,1258,delivery delay,medium,pending,2022-11-04,2022-11-08,Tao Ming
3933,2370,payment issue,low,open,2024-07-27,2024-08-02,David Johnson
3934,1867,account issue,low,closed,2022-01-15,2022-02-05,Ravi Singh
3935,1775,account issue,medium,open,2023-12-10,,David Miller
3936,1492,refund request,medium,closed,2023-01-18,,Hua Chen
3937,1538,payment issue,low,in progress,2023-05-25,2023-06-01,Ahmad Rahman
3938,271,delivery delay,medium,in progress,2023-08-09,2023-08-22,Sarah Brown
3939,620,refund request,urgent,resolved,2022-12-09,,Michael Brown
3940,1409,damaged item,medium,in progress,2023-07-09,2023-07-26,Ahmad Razak
3941,2214,account issue,medium,in progress,2023-08-29,2023-09-24,Nor Razak
3942,115,account issue,low,in progress,2022-12-22,2022-12-30,Ahmad Abdullah
3943,1584,delivery delay,medium,closed,2023-07-30,,Swati Singh
3944,1351,refund request,high,in progress,2022-06-17,2022-06-22,Sarah Miller
3945,431,payment issue,low,in progress,2022-10-06,,Nor Abdullah
3946,2153,delivery delay,high,resolved,2022-08-03,,Jia Ming
3947,2446,refund request,low,pending,2023-01-14,2023-01-21,Aminah Razak
3948,2836,refund request,medium,resolved,2022-06-13,2022-06-21,Kumar Iyer
3949,119,refund request,high,closed,2024-02-25,2024-03-06,Siti Hassan
3950,2326,damaged item,high,open,2023-12-14,2023-12-27,Arjun Iyer
3951,1345,delivery delay,medium,pending,2022-01-23,2022-02-13,Jia Li
3952,1454,account issue,low,resolved,2023-09-14,,Arjun Nair
3953,2037,payment issue,low,pending,2024-01-13,,Hua Liang
3954,1836,payment issue,urgent,open,2022-02-18,2022-03-16,Michael Davis
3955,2378,delivery delay,medium,resolved,2023-11-13,2023-11-28,Ravi Singh
3956,2670,refund request,medium,pending,2022-10-28,,Hafiz Razak
3957,2251,account issue,,closed,2022-04-19,2022-04-24,Kumar Iyer
3958,2845,payment issue,low,open,2023-08-28,2023-09-03,Ahmad Hassan
3959,1565,account issue,high,open,2022-10-09,2022-11-05,Ahmad Hassan
3960,523,refund request,low,in progress,2023-06-26,2023-07-14,Jia Xiao
3961,233,damaged item,low,closed,2023-06-30,2023-07-05,Ravi Singh
3962,539,delivery delay,medium,closed,2024-03-12,2024-04-02,David Johnson
3963,1695,delivery delay,high,in progress,2022-04-07,2022-04-14,Ahmad Rahman
3964,1149,refund request,medium,open,2022-08-14,2022-08-25,Ling Xiao
3965,2146,refund request,low,pending,2022-07-05,,Sarah Brown
3966,1470,account issue,urgent,open,2024-09-29,2024-10-25,Ahmad Razak
3967,2565,delivery delay,medium,resolved,2024-02-04,2024-02-12,Nor Razak
3968,958,delivery delay,medium,pending,2023-08-16,2023-09-02,Nor Hassan
3969,880,account issue,high,resolved,2022-06-17,2022-07-10,Siti Hassan
3970,1694,payment issue,high,in progress,2023-04-06,2023-04-09,Jia Ming
3971,140,refund request,medium,in progress,2023-09-05,2023-09-11,Ahmad Abdullah
3972,93,delivery delay,low,pending,2023-08-12,,Swati Singh
3973,1467,refund request,medium,pending,2024-02-27,2024-03-10,Hua Chen
3974,2629,refund request,medium,closed,2024-06-17,,Swati Nair
3975,1086,damaged item,urgent,in progress,2022-05-07,2022-05-20,Siti Hassan
3976,727,damaged item,high,in progress,2023-07-14,2023-07-15,Tao Chen
3977,1698,damaged item,low,open,2023-05-21,2023-06-19,Nor Rahman
3978,370,refund request,low,pending,2023-02-01,2023-02-18,Ravi Singh
3979,2539,refund request,medium,resolved,2023-12-27,2024-01-11,Chris Davis
3980,1987,payment issue,medium,pending,2023-09-03,2023-09-28,Tao Wong
3981,1263,delivery delay,low,open,2022-02-12,2022-03-11,David Johnson
3982,2861,refund request,high,closed,2023-01-12,,Hafiz Razak
3983,1486,account issue,medium,resolved,2022-11-29,2022-12-27,Ravi Iyer
3984,1124,refund request,low,pending,2023-12-02,2023-12-29,Tao Mei
3985,858,damaged item,medium,in progress,2023-04-11,,Tao Chen
3986,356,delivery delay,medium,pending,2024-10-03,,Swati Nair
3987,1759,delivery delay,low,open,2024-04-26,2024-05-23,Sarah Davis
3988,2166,refund request,medium,resolved,2022-06-21,2022-07-07,Jia Liang
3989,1455,delivery delay,medium,in progress,2022-10-01,2022-10-27,Ahmad Razak
3990,1254,payment issue,medium,pending,2023-10-31,2023-11-27,Tao Wong
3991,2152,delivery delay,medium,closed,2023-05-17,2023-05-31,Ahmad Abdullah
